,FLTNUM,FLTDAT,BCLS,TARIF_RUB
25310,1130,2018-08-20,M,1759.1666
25311,1130,2018-08-20,N,1998.86
25312,1130,2018-08-20,Q,6540.0
25313,1130,2018-08-20,X,0.0
25314,1130,2018-08-21,E,4091.7175
25315,1130,2018-08-21,L,9033.394
25316,1130,2018-08-21,M,11604.36
25317,1130,2018-08-21,N,2023.7054
25318,1130,2018-08-21,O,0.0
25319,1130,2018-08-21,Q,10028.56
25320,1130,2018-08-21,T,5391.987
25321,1130,2018-08-22,E,3350.27
25322,1130,2018-08-22,N,1564.4772
25323,1130,2018-08-22,T,5000.0
25324,1130,2018-08-22,X,0.0
25325,1130,2018-08-23,L,7975.0
25326,1130,2018-08-23,N,2312.3425
25327,1130,2018-08-23,Q,6649.95
25328,1130,2018-08-23,T,5421.8
25329,1130,2018-08-24,D,29500.0
25330,1130,2018-08-24,E,3350.0
25331,1130,2018-08-24,N,1770.7458
25332,1130,2018-08-24,O,0.0
25333,1130,2018-08-24,Q,3879.0632
25334,1130,2018-08-24,T,3354.4734
25335,1130,2018-08-25,E,2567.6367
25336,1130,2018-08-25,N,1625.6427
25337,1130,2018-08-25,X,0.0
25338,1130,2018-08-26,E,3694.7185
25339,1130,2018-08-26,N,2628.5676
25340,1130,2018-08-26,T,4993.974
25341,1130,2018-08-27,E,3015.4775
25342,1130,2018-08-27,N,1545.245
25343,1130,2018-08-27,Q,3803.435
25344,1130,2018-08-27,T,4313.11
25345,1130,2018-08-28,E,4020.446
25346,1130,2018-08-28,N,2180.4846
25347,1130,2018-08-28,T,4737.732
25348,1130,2018-08-29,E,3140.7175
25349,1130,2018-08-29,H,4934.723
25350,1130,2018-08-29,L,10200.0
25351,1130,2018-08-29,N,1360.032
25352,1130,2018-08-29,O,0.0
25353,1130,2018-08-29,T,1168.8
25354,1130,2018-08-30,E,3049.47
25355,1130,2018-08-30,N,1871.9177
25356,1130,2018-08-30,T,3502.23
25357,1130,2018-08-30,X,0.0
25358,1130,2018-08-31,D,31193.148
25359,1130,2018-08-31,E,3350.0361
25360,1130,2018-08-31,N,1662.2222
25361,1130,2018-08-31,Q,7149.927
25362,1130,2018-08-31,T,4562.676
25363,1130,2018-08-31,X,0.0
25364,1130,2018-09-01,E,3130.02
25365,1130,2018-09-01,H,11288.52
25366,1130,2018-09-01,L,8001.544
25367,1130,2018-09-01,N,1645.9918
25368,1130,2018-09-01,Q,5999.36
25369,1130,2018-09-01,T,3493.12
25370,1130,2018-09-01,X,0.0
25371,1130,2018-09-01,Y,14670.543
25372,1130,2018-09-02,E,3441.294
25373,1130,2018-09-02,H,5069.148
25374,1130,2018-09-02,L,9515.74
25375,1130,2018-09-02,N,1290.8475
25376,1130,2018-09-02,O,0.0
25377,1130,2018-09-02,Q,6217.716
25378,1130,2018-09-02,T,5041.865
25379,1130,2018-09-03,C,24660.16
25380,1130,2018-09-03,D,29500.0
25381,1130,2018-09-03,E,3310.6177
25382,1130,2018-09-03,H,9378.29
25383,1130,2018-09-03,L,7072.734
25384,1130,2018-09-03,M,19099.97
25385,1130,2018-09-03,N,1937.5059
25386,1130,2018-09-03,O,0.0
25387,1130,2018-09-03,P,6000.065
25388,1130,2018-09-03,Q,6534.9976
25389,1130,2018-09-03,T,5329.98
25390,1130,2018-09-03,U,8451.67
25391,1130,2018-09-04,D,29953.135
25392,1130,2018-09-04,E,3418.568
25393,1130,2018-09-04,L,8755.976
25394,1130,2018-09-04,N,1604.5117
25395,1130,2018-09-04,Q,6838.3335
25396,1130,2018-09-04,T,4870.369
25397,1130,2018-09-04,U,1558.3334
25398,1130,2018-09-04,X,0.0
25399,1130,2018-09-05,B,23250.0
25400,1130,2018-09-05,D,39500.0
25401,1130,2018-09-05,E,3056.2073
25402,1130,2018-09-05,H,5264.115
25403,1130,2018-09-05,I,10172.62
25404,1130,2018-09-05,K,12790.0
25405,1130,2018-09-05,L,8191.91
25406,1130,2018-09-05,N,1683.1145
25407,1130,2018-09-05,Q,7458.3564
25408,1130,2018-09-05,T,5345.504
25409,1130,2018-09-06,C,44999.81
25410,1130,2018-09-06,D,22607.37
25411,1130,2018-09-06,E,2897.5537
25412,1130,2018-09-06,K,5510.52
25413,1130,2018-09-06,M,9786.85
25414,1130,2018-09-06,N,1695.2914
25415,1130,2018-09-06,Q,7289.7617
25416,1130,2018-09-06,T,4338.2363
25417,1130,2018-09-06,X,0.0
25418,1130,2018-09-06,Z,16197.144
25419,1130,2018-09-07,E,3350.0
25420,1130,2018-09-07,G,5000.0
25421,1130,2018-09-07,H,9925.905
25422,1130,2018-09-07,K,13900.0
25423,1130,2018-09-07,L,9771.429
25424,1130,2018-09-07,M,1620.0
25425,1130,2018-09-07,N,2366.73
25426,1130,2018-09-07,Q,6370.9136
25427,1130,2018-09-07,T,5525.8193
25428,1130,2018-09-07,U,6605.635
25429,1130,2018-09-07,X,0.0
25430,1130,2018-09-08,E,3365.21
25431,1130,2018-09-08,H,7670.9033
25432,1130,2018-09-08,L,8700.0
25433,1130,2018-09-08,N,1572.72
25434,1130,2018-09-08,O,0.0
25435,1130,2018-09-08,Q,8150.0
25436,1130,2018-09-08,T,4342.92
25437,1130,2018-09-08,X,0.0
25438,1130,2018-09-09,D,29532.49
25439,1130,2018-09-09,E,3641.3823
25440,1130,2018-09-09,K,7151.23
25441,1130,2018-09-09,N,1275.0525
25442,1130,2018-09-09,Q,5225.517
25443,1130,2018-09-09,T,5069.3555
25444,1130,2018-09-09,U,8004.82
25445,1130,2018-09-09,X,0.0
25446,1130,2018-09-10,D,29500.0
25447,1130,2018-09-10,E,3802.821
25448,1130,2018-09-10,L,10200.0
25449,1130,2018-09-10,N,1599.2589
25450,1130,2018-09-10,Q,9316.623
25451,1130,2018-09-10,T,5791.1655
25452,1130,2018-09-10,X,0.0
25453,1130,2018-09-11,E,3350.0
25454,1130,2018-09-11,H,5341.16
25455,1130,2018-09-11,L,8700.0
25456,1130,2018-09-11,N,1571.387
25457,1130,2018-09-11,O,0.0
25458,1130,2018-09-11,P,6000.18
25459,1130,2018-09-11,Q,7546.5864
25460,1130,2018-09-11,T,5381.946
25461,1130,2018-09-12,D,29413.77
25462,1130,2018-09-12,E,3442.689
25463,1130,2018-09-12,L,5732.2
25464,1130,2018-09-12,M,2030.0
25465,1130,2018-09-12,N,2135.9316
25466,1130,2018-09-12,P,6000.13
25467,1130,2018-09-12,T,3301.72
25468,1130,2018-09-13,G,2875.0
25469,1130,2018-09-13,N,1857.7792
25470,1130,2018-09-13,P,6000.13
25471,1130,2018-09-13,T,5477.5547
25472,1130,2018-09-13,X,0.0
25473,1130,2018-09-14,E,3646.133
25474,1130,2018-09-14,N,1689.1311
25475,1130,2018-09-14,Q,5985.02
25476,1130,2018-09-14,T,6166.63
25477,1130,2018-09-14,U,15060.29
25478,1130,2018-09-14,X,0.0
25479,1130,2018-09-14,Y,9637.74
25480,1130,2018-09-15,D,39500.0
25481,1130,2018-09-15,E,4028.3467
25482,1130,2018-09-15,N,1653.89
25483,1130,2018-09-15,O,3674.915
25484,1130,2018-09-15,Q,4974.48
25485,1130,2018-09-15,T,5799.98
25486,1130,2018-09-16,D,34760.0
25487,1130,2018-09-16,E,3044.2463
25488,1130,2018-09-16,L,8181.55
25489,1130,2018-09-16,N,1772.051
25490,1130,2018-09-16,T,4326.52
25491,1130,2018-09-16,X,0.0
25492,1130,2018-09-17,D,29500.0
25493,1130,2018-09-17,E,3855.51
25494,1130,2018-09-17,N,2278.8289
25495,1130,2018-09-17,O,0.0
25496,1130,2018-09-17,Q,6215.88
25497,1130,2018-09-17,X,0.0
25498,1130,2018-09-17,Z,15717.74
25499,1130,2018-09-18,E,3246.8
25500,1130,2018-09-18,N,2543.6064
25501,1130,2018-09-18,X,0.0
25502,1130,2018-09-19,D,29500.0
25503,1130,2018-09-19,E,4208.78
25504,1130,2018-09-19,J,23500.0
25505,1130,2018-09-19,K,17899.82
25506,1130,2018-09-19,L,9183.08
25507,1130,2018-09-19,M,1987.5
25508,1130,2018-09-19,N,2889.5366
25509,1130,2018-09-19,Q,6650.0
25510,1130,2018-09-19,T,5626.248
25511,1130,2018-09-20,E,4016.0154
25512,1130,2018-09-20,N,2103.7275
25513,1130,2018-09-20,O,0.0
25514,1130,2018-09-20,Q,6636.9
25515,1130,2018-09-20,T,5070.6387
25516,1130,2018-09-20,X,0.0
25517,1130,2018-09-21,D,29500.0
25518,1130,2018-09-21,E,3921.4087
25519,1130,2018-09-21,N,2132.3462
25520,1130,2018-09-21,O,4987.515
25521,1130,2018-09-21,T,6632.76
25522,1130,2018-09-21,X,0.0
25523,1130,2018-09-22,D,29500.06
25524,1130,2018-09-22,E,3349.81
25525,1130,2018-09-22,L,3264.0798
25526,1130,2018-09-22,N,2086.7646
25527,1130,2018-09-22,Q,6873.67
25528,1130,2018-09-22,T,5587.552
25529,1130,2018-09-23,D,39587.12
25530,1130,2018-09-23,H,9811.904
25531,1130,2018-09-23,L,8265.0
25532,1130,2018-09-23,N,3699.84
25533,1130,2018-09-23,P,5999.93
25534,1130,2018-09-23,T,8999.82
25535,1130,2018-09-23,X,0.0
25536,1130,2018-09-24,D,26085.16
25537,1130,2018-09-24,E,3350.0
25538,1130,2018-09-24,H,10502.68
25539,1130,2018-09-24,I,0.0
25540,1130,2018-09-24,L,7392.146
25541,1130,2018-09-24,Q,5697.006
25542,1130,2018-09-24,T,5274.874
25543,1130,2018-09-24,X,0.0
25544,1130,2018-09-25,D,25960.0
25545,1130,2018-09-25,E,3406.29
25546,1130,2018-09-25,H,13925.0
25547,1130,2018-09-25,J,70999.95
25548,1130,2018-09-25,L,8095.0303
25549,1130,2018-09-25,M,66559.78
25550,1130,2018-09-25,Q,8123.276
25551,1130,2018-09-25,T,4643.185
25552,1130,2018-09-25,X,0.0
25553,1130,2018-09-26,B,27059.15
25554,1130,2018-09-26,E,4781.52
25555,1130,2018-09-26,H,8400.08
25556,1130,2018-09-26,J,64910.953
25557,1130,2018-09-26,K,11996.609
25558,1130,2018-09-26,L,8229.873
25559,1130,2018-09-26,N,2303.617
25560,1130,2018-09-26,P,6000.18
25561,1130,2018-09-26,Q,6720.68
25562,1130,2018-09-26,T,5722.038
25563,1130,2018-09-27,E,4891.25
25564,1130,2018-09-27,J,55714.293
25565,1130,2018-09-27,K,12338.031
25566,1130,2018-09-27,L,9576.19
25567,1130,2018-09-27,N,2498.938
25568,1130,2018-09-27,T,5128.563
25569,1130,2018-09-27,U,17250.066
25570,1130,2018-09-27,X,0.0
25571,1130,2018-09-28,E,3349.8
25572,1130,2018-09-28,H,13704.351
25573,1130,2018-09-28,J,59137.273
25574,1130,2018-09-28,K,13862.05
25575,1130,2018-09-28,L,10200.02
25576,1130,2018-09-28,M,1972.5
25577,1130,2018-09-28,N,1700.0
25578,1130,2018-09-28,Q,7604.883
25579,1130,2018-09-28,T,5957.05
25580,1130,2018-09-28,Y,33381.14
25581,1130,2018-09-29,C,46885.53
25582,1130,2018-09-29,D,29500.0
25583,1130,2018-09-29,E,3500.62
25584,1130,2018-09-29,H,14364.34
25585,1130,2018-09-29,J,50684.6
25586,1130,2018-09-29,K,13900.0
25587,1130,2018-09-29,L,7845.3843
25588,1130,2018-09-29,N,1699.97
25589,1130,2018-09-29,P,6000.18
25590,1130,2018-09-29,T,5000.0
25591,1130,2018-09-29,X,0.0
25592,1130,2018-09-30,D,23118.525
25593,1130,2018-09-30,E,3089.0452
25594,1130,2018-09-30,G,2533.5923
25595,1130,2018-09-30,H,10796.063
25596,1130,2018-09-30,K,5763.3433
25597,1130,2018-09-30,L,9450.07
25598,1130,2018-09-30,N,1699.9429
25599,1130,2018-09-30,P,5999.93
25600,1130,2018-09-30,Q,4297.17
25601,1130,2018-09-30,T,4375.48
25602,1130,2018-10-01,B,12875.174
25603,1130,2018-10-01,D,34500.0
25604,1130,2018-10-01,E,4179.152
25605,1130,2018-10-01,I,15641.37
25606,1130,2018-10-01,J,76000.0
25607,1130,2018-10-01,K,13294.942
25608,1130,2018-10-01,M,20849.873
25609,1130,2018-10-01,N,1920.8367
25610,1130,2018-10-01,P,6000.18
25611,1130,2018-10-01,Q,9135.54
25612,1130,2018-10-01,T,5245.8486
25613,1130,2018-10-01,U,18411.941
25614,1130,2018-10-01,Y,15046.295
25615,1130,2018-10-02,D,36166.684
25616,1130,2018-10-02,E,3960.5496
25617,1130,2018-10-02,H,6947.18
25618,1130,2018-10-02,N,2828.0557
25619,1130,2018-10-02,O,4987.955
25620,1130,2018-10-02,P,5999.94
25621,1130,2018-10-02,T,4712.18
25622,1130,2018-10-02,X,0.0
25623,1130,2018-10-03,D,35550.0
25624,1130,2018-10-03,E,4622.309
25625,1130,2018-10-03,K,6073.07
25626,1130,2018-10-03,N,4064.5925
25627,1130,2018-10-03,T,5955.0
25628,1130,2018-10-04,C,45000.09
25629,1130,2018-10-04,D,26845.17
25630,1130,2018-10-04,E,4533.337
25631,1130,2018-10-04,L,7948.62
25632,1130,2018-10-04,N,2242.7202
25633,1130,2018-10-04,O,5699.92
25634,1130,2018-10-04,T,4119.036
25635,1130,2018-10-04,X,0.0
25636,1130,2018-10-05,E,3453.5085
25637,1130,2018-10-05,L,12699.91
25638,1130,2018-10-05,N,1645.1666
25639,1130,2018-10-05,T,4123.5405
25640,1130,2018-10-05,U,8803.88
25641,1130,2018-10-05,X,0.0
25642,1130,2018-10-06,C,44999.78
25643,1130,2018-10-06,D,27810.094
25644,1130,2018-10-06,E,3245.625
25645,1130,2018-10-06,N,1542.5128
25646,1130,2018-10-06,Q,4069.55
25647,1130,2018-10-06,T,4962.5225
25648,1130,2018-10-06,X,0.0
25649,1130,2018-10-07,D,39500.0
25650,1130,2018-10-07,E,7350.27
25651,1130,2018-10-07,H,8475.21
25652,1130,2018-10-07,N,1802.7887
25653,1130,2018-10-07,Q,6650.0
25654,1130,2018-10-07,T,5749.865
25655,1130,2018-10-08,E,4095.53
25656,1130,2018-10-08,N,1973.4883
25657,1130,2018-10-08,O,0.0
25658,1130,2018-10-08,T,5955.0
25659,1130,2018-10-09,E,3484.05
25660,1130,2018-10-09,N,1744.2231
25661,1130,2018-10-09,O,0.0
25662,1130,2018-10-09,P,6000.27
25663,1130,2018-10-10,D,19563.8
25664,1130,2018-10-10,N,2603.1843
25665,1130,2018-10-11,D,27656.379
25666,1130,2018-10-11,N,2088.8955
25667,1130,2018-10-11,T,3927.2
25668,1130,2018-10-11,X,0.0
25669,1130,2018-10-12,C,45648.0
25670,1130,2018-10-12,N,1971.9454
25671,1130,2018-10-12,O,0.0
25672,1130,2018-10-12,T,4466.71
25673,1130,2018-10-12,X,0.0
25674,1130,2018-10-13,C,45648.0
25675,1130,2018-10-13,E,4927.15
25676,1130,2018-10-13,N,1899.882
25677,1130,2018-10-14,B,8308.76
25678,1130,2018-10-14,C,47956.547
25679,1130,2018-10-14,E,5060.29
25680,1130,2018-10-14,N,2726.4246
25681,1130,2018-10-14,X,0.0
25682,1130,2018-10-15,C,55000.09
25683,1130,2018-10-15,D,29500.0
25684,1130,2018-10-15,E,3162.475
25685,1130,2018-10-15,I,18311.53
25686,1130,2018-10-15,J,66000.0
25687,1130,2018-10-15,N,1921.5475
25688,1130,2018-10-15,O,5343.9053
25689,1130,2018-10-16,C,45000.0
25690,1130,2018-10-16,D,25075.16
25691,1130,2018-10-16,E,5099.9927
25692,1130,2018-10-16,N,2823.76
25693,1130,2018-10-16,O,5700.0
25694,1130,2018-10-16,T,5019.56
25695,1130,2018-10-16,X,0.0
25696,1130,2018-10-17,D,29500.0
25697,1130,2018-10-17,E,4201.374
25698,1130,2018-10-17,N,2362.5928
25699,1130,2018-10-17,Q,7024.9326
25700,1130,2018-10-17,T,6500.0
25701,1130,2018-10-17,X,0.0
25702,1130,2018-10-18,D,29500.27
25703,1130,2018-10-18,N,2203.7473
25704,1130,2018-10-18,X,0.0
25705,1130,2018-10-19,E,3368.271
25706,1130,2018-10-19,N,1549.6415
25707,1130,2018-10-19,O,0.0
25708,1130,2018-10-19,P,6000.27
25709,1130,2018-10-19,X,0.0
25710,1130,2018-10-20,N,3017.3618
25711,1130,2018-10-20,O,5700.0
25712,1130,2018-10-20,P,6000.18
25713,1130,2018-10-20,X,0.0
25714,1130,2018-10-21,L,5206.0
25715,1130,2018-10-21,N,1751.7775
25716,1130,2018-10-21,Q,4605.92
25717,1130,2018-10-21,T,3927.27
25718,1130,2018-10-22,E,2426.66
25719,1130,2018-10-22,I,17769.13
25720,1130,2018-10-22,N,2275.1814
25721,1130,2018-10-23,N,1290.3721
25722,1130,2018-10-23,O,0.0
25723,1130,2018-10-24,D,27435.0
25724,1130,2018-10-24,N,1715.8508
25725,1130,2018-10-25,N,3309.8787
25726,1130,2018-10-26,E,3745.2576
25727,1130,2018-10-26,N,1859.126
25728,1130,2018-10-26,O,7008.135
25729,1130,2018-10-26,Q,6671.203
25730,1130,2018-10-26,X,0.0
25731,1130,2018-10-27,B,23250.04
25732,1130,2018-10-27,E,3210.4016
25733,1130,2018-10-27,M,19100.0
25734,1130,2018-10-27,N,1589.9192
25735,1130,2018-10-27,Q,5661.7197
25736,1130,2018-10-28,E,2705.8276
25737,1130,2018-10-28,N,1680.6312
25738,1130,2018-10-28,X,0.0
25739,1130,2018-10-28,Z,19564.63
25740,1130,2018-10-29,N,2880.77
25741,1130,2018-10-30,N,1698.3137
25742,1130,2018-10-30,X,0.0
25743,1130,2018-10-31,D,29500.0
25744,1130,2018-10-31,E,2929.3462
25745,1130,2018-10-31,J,1487.5
25746,1130,2018-10-31,K,12741.634
25747,1130,2018-10-31,L,6302.715
25748,1130,2018-10-31,M,1915.0
25749,1130,2018-10-31,N,1880.2131
25750,1130,2018-10-31,O,1761.978
25751,1130,2018-10-31,Q,5376.0234
25752,1130,2018-10-31,R,742.345
25753,1130,2018-10-31,T,4375.0
25754,1130,2018-10-31,U,16528.99
25755,1130,2018-11-01,E,3637.066
25756,1130,2018-11-01,L,9411.76
25757,1130,2018-11-01,N,1611.8302
25758,1130,2018-11-01,O,0.0
25759,1130,2018-11-01,Q,6650.0
25760,1130,2018-11-01,T,5013.835
25761,1130,2018-11-01,X,0.0
25762,1130,2018-11-02,D,43350.105
25763,1130,2018-11-02,E,2988.1426
25764,1130,2018-11-02,H,11147.1
25765,1130,2018-11-02,K,17900.0
25766,1130,2018-11-02,L,9199.934
25767,1130,2018-11-02,M,1915.0
25768,1130,2018-11-02,O,0.0
25769,1130,2018-11-02,Q,5696.05
25770,1130,2018-11-02,T,4996.5273
25771,1130,2018-11-02,U,16500.0
25772,1130,2018-11-02,X,0.0
25773,1130,2018-11-03,E,2380.5344
25774,1130,2018-11-03,N,1726.6581
25775,1130,2018-11-03,R,746.98004
25776,1130,2018-11-03,X,0.0
25777,1130,2018-11-04,E,2315.65
25778,1130,2018-11-04,I,26550.0
25779,1130,2018-11-04,N,1687.394
25780,1130,2018-11-04,R,692.8175
25781,1130,2018-11-05,N,1671.29
25782,1130,2018-11-05,X,0.0
25783,1130,2018-11-06,I,15678.17
25784,1130,2018-11-06,N,1700.0
25785,1130,2018-11-06,R,1180.28
25786,1130,2018-11-06,T,2297.23
25787,1130,2018-11-07,E,2084.13
25788,1130,2018-11-07,N,1708.1138
25789,1130,2018-11-07,R,554.96
25790,1130,2018-11-08,N,2553.5474
25791,1130,2018-11-09,N,1720.7305
25792,1130,2018-11-09,R,750.0
25793,1130,2018-11-09,T,5000.0
25794,1130,2018-11-10,N,2051.294
25795,1130,2018-11-10,R,755.38666
25796,1130,2018-11-11,N,1642.59
25797,1130,2018-11-11,R,757.29846
25798,1130,2018-11-12,D,39500.0
25799,1130,2018-11-12,E,2524.33
25800,1130,2018-11-12,L,7642.95
25801,1130,2018-11-12,N,2224.5764
25802,1130,2018-11-12,R,758.08
25803,1130,2018-11-13,D,34760.0
25804,1130,2018-11-13,N,1629.9922
25805,1130,2018-11-13,R,758.08
25806,1130,2018-11-14,D,25960.0
25807,1130,2018-11-14,N,2048.5273
25808,1130,2018-11-14,R,750.0
25809,1130,2018-11-15,E,2871.22
25810,1130,2018-11-15,N,2349.5356
25811,1130,2018-11-15,R,750.505
25812,1130,2018-11-16,N,1725.3917
25813,1130,2018-11-16,R,830.64
25814,1130,2018-11-16,X,0.0
25815,1130,2018-11-17,N,1938.935
25816,1130,2018-11-17,R,749.8432
25817,1130,2018-11-17,X,0.0
25818,1130,2018-11-18,D,29232.35
25819,1130,2018-11-18,E,2338.68
25820,1130,2018-11-18,N,1854.3224
25821,1130,2018-11-18,O,0.0
25822,1130,2018-11-18,R,734.8727
25823,1130,2018-11-18,T,3930.5378
25824,1130,2018-11-19,D,28968.99
25825,1130,2018-11-19,E,1794.64
25826,1130,2018-11-19,I,18892.17
25827,1130,2018-11-19,N,2317.8245
25828,1130,2018-11-19,O,0.0
25829,1130,2018-11-19,R,750.0
25830,1130,2018-11-19,T,6927.21
25831,1130,2018-11-19,X,0.0
25832,1130,2018-11-19,Z,9752.73
25833,1130,2018-11-20,N,1657.0383
25834,1130,2018-11-20,O,0.0
25835,1130,2018-11-20,R,749.44336
25836,1130,2018-11-21,E,4866.15
25837,1130,2018-11-21,N,1913.1052
25838,1130,2018-11-21,O,5700.0
25839,1130,2018-11-21,R,750.0
25840,1130,2018-11-21,T,4750.0
25841,1130,2018-11-22,N,2186.882
25842,1130,2018-11-22,R,749.86
25843,1130,2018-11-23,N,1700.0067
25844,1130,2018-11-23,R,754.04004
25845,1130,2018-11-24,N,1941.8918
25846,1130,2018-11-24,R,750.0
25847,1130,2018-11-25,N,1943.0181
25848,1130,2018-11-25,R,634.61536
25849,1130,2018-11-26,E,1618.2
25850,1130,2018-11-26,N,1794.3743
25851,1130,2018-11-26,R,812.12286
25852,1130,2018-11-27,N,2449.88
25853,1130,2018-11-27,O,2502.85
25854,1130,2018-11-27,R,750.0
25855,1130,2018-11-28,D,29500.0
25856,1130,2018-11-28,N,3700.0
25857,1130,2018-11-28,R,1100.4551
25858,1130,2018-11-29,N,1422.12
25859,1130,2018-11-29,R,750.0
25860,1130,2018-11-30,N,1612.6588
25861,1130,2018-11-30,R,750.0
25862,1130,2018-12-01,N,1723.2472
25863,1130,2018-12-01,R,1012.0
25864,1130,2018-12-02,N,1171.61
25865,1130,2018-12-02,O,0.0
25866,1130,2018-12-02,R,753.4629
25867,1130,2018-12-03,R,857.1275
25868,1130,2018-12-04,N,1657.89
25869,1130,2018-12-04,R,898.2
25870,1130,2018-12-05,N,3033.2788
25871,1130,2018-12-05,R,1000.0
25872,1130,2018-12-06,C,29461.54
25873,1130,2018-12-06,N,1366.02
25874,1130,2018-12-06,R,1000.0
25875,1130,2018-12-07,N,1892.9176
25876,1130,2018-12-07,O,3729.17
25877,1130,2018-12-07,R,949.5792
25878,1130,2018-12-08,N,1700.0
25879,1130,2018-12-08,R,755.19
25880,1130,2018-12-09,N,3312.9023
25881,1130,2018-12-09,R,666.6667
25882,1130,2018-12-09,X,0.0
25883,1130,2018-12-10,N,2142.21
25884,1130,2018-12-10,R,750.0
25885,1130,2018-12-11,N,3200.27
25886,1130,2018-12-12,D,29094.71
25887,1130,2018-12-12,N,1700.0
25888,1130,2018-12-12,Q,6119.43
25889,1130,2018-12-13,N,1594.9629
25890,1130,2018-12-13,R,814.455
25891,1130,2018-12-14,E,765.05
25892,1130,2018-12-14,I,6270.9385
25893,1130,2018-12-14,J,8361.07
25894,1130,2018-12-14,M,1930.0
25895,1130,2018-12-14,N,1520.4747
25896,1130,2018-12-14,Q,0.0
25897,1130,2018-12-14,R,620.5091
25898,1130,2018-12-14,T,762.58997
25899,1130,2018-12-14,X,0.0
25900,1130,2018-12-15,N,2050.9614
25901,1130,2018-12-15,R,1360.45
25902,1130,2018-12-15,Y,6000.0
25903,1130,2018-12-16,N,2114.3213
25904,1130,2018-12-16,R,791.6667
25905,1130,2018-12-17,J,23500.0
25906,1130,2018-12-17,N,1904.4335
25907,1130,2018-12-17,R,749.69
25908,1130,2018-12-18,N,1485.7996
25909,1130,2018-12-18,O,3447.77
25910,1130,2018-12-18,R,750.0
25911,1130,2018-12-19,E,2501.21
25912,1130,2018-12-19,N,3784.52
25913,1130,2018-12-19,O,3803.61
25914,1130,2018-12-20,N,2237.0376
25915,1130,2018-12-20,O,3508.15
25916,1130,2018-12-20,R,927.3333
25917,1130,2018-12-21,D,28415.0
25918,1130,2018-12-21,E,3556.2988
25919,1130,2018-12-21,H,13560.0
25920,1130,2018-12-21,I,20623.012
25921,1130,2018-12-21,K,16680.0
25922,1130,2018-12-21,N,1867.3593
25923,1130,2018-12-21,O,0.0
25924,1130,2018-12-21,Q,7980.0
25925,1130,2018-12-21,R,994.38
25926,1130,2018-12-21,T,6500.29
25927,1130,2018-12-21,X,0.0
25928,1130,2018-12-22,N,2106.2595
25929,1130,2018-12-22,R,642.8571
25930,1130,2018-12-23,M,1945.0
25931,1130,2018-12-23,N,2222.0405
25932,1130,2018-12-23,O,6840.0
25933,1130,2018-12-24,E,1491.7866
25934,1130,2018-12-24,N,2237.408
25935,1130,2018-12-24,R,1000.0
25936,1130,2018-12-25,D,29500.0
25937,1130,2018-12-25,E,3443.45
25938,1130,2018-12-25,N,1926.2333
25939,1130,2018-12-25,R,1183.72
25940,1130,2018-12-26,D,35607.63
25941,1130,2018-12-26,E,4020.0
25942,1130,2018-12-26,N,1796.5865
25943,1130,2018-12-26,O,0.0
25944,1130,2018-12-26,R,1300.82
25945,1130,2018-12-26,T,6119.97
25946,1130,2018-12-26,X,0.0
25947,1130,2018-12-26,Y,3518.97
25948,1130,2018-12-27,E,1794.86
25949,1130,2018-12-27,L,10879.94
25950,1130,2018-12-27,N,1593.7574
25951,1130,2018-12-27,O,0.0
25952,1130,2018-12-27,Q,6649.9854
25953,1130,2018-12-27,T,4224.2773
25954,1130,2018-12-27,X,0.0
25955,1130,2018-12-28,D,33433.332
25956,1130,2018-12-28,E,3654.846
25957,1130,2018-12-28,H,9763.815
25958,1130,2018-12-28,K,6650.0
25959,1130,2018-12-28,L,9854.451
25960,1130,2018-12-28,N,1578.5714
25961,1130,2018-12-28,O,0.0
25962,1130,2018-12-28,Q,5634.3267
25963,1130,2018-12-28,T,4467.324
25964,1130,2018-12-28,X,0.0
25965,1130,2018-12-29,B,27900.0
25966,1130,2018-12-29,E,2230.07
25967,1130,2018-12-29,H,11997.624
25968,1130,2018-12-29,J,0.0
25969,1130,2018-12-29,L,7223.845
25970,1130,2018-12-29,M,1990.0
25971,1130,2018-12-29,N,1076.594
25972,1130,2018-12-29,O,0.0
25973,1130,2018-12-29,Q,6279.956
25974,1130,2018-12-29,U,14962.979
25975,1130,2018-12-29,X,0.0
25976,1130,2018-12-30,D,29500.0
25977,1130,2018-12-30,H,7994.7334
25978,1130,2018-12-30,K,14183.462
25979,1130,2018-12-30,L,10134.54
25980,1130,2018-12-30,N,1480.6753
25981,1130,2018-12-30,Q,4707.944
25982,1130,2018-12-30,T,3984.8657
25983,1130,2018-12-30,X,0.0
25984,1132,2018-03-26,N,1776.0574
25985,1132,2018-03-26,R,1622.9567
25986,1132,2018-03-27,E,3350.035
25987,1132,2018-03-27,N,1783.7788
25988,1132,2018-03-27,R,2669.75
25989,1132,2018-03-27,T,5000.0
25990,1132,2018-03-28,N,1673.1
25991,1132,2018-03-28,Q,5130.5
25992,1132,2018-03-29,E,3350.0
25993,1132,2018-03-29,N,1683.5504
25994,1132,2018-03-29,Q,6551.37
25995,1132,2018-03-29,R,750.0
25996,1132,2018-03-29,T,5252.5874
25997,1132,2018-03-29,X,0.0
25998,1132,2018-03-30,D,29500.0
25999,1132,2018-03-30,E,3477.0867
26000,1132,2018-03-30,H,10148.965
26001,1132,2018-03-30,I,18661.66
